"area","value","date","unit","description","name","iso3c"
"Morocco",13.1609045519777,2004,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",13.9231059316165,2003,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",13.200521732676,2002,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",13.1919619278372,2001,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",11.8772796274601,2000,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",13.8655430543884,1999,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",16.1124884056457,1998,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",14.6341801323036,1997,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",18.4399801016561,1996,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",13.4926498510091,1995,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",17.2595077231236,1994,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",13.0694074271171,1993,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",14.0427572103275,1992,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",17.4994367386153,1991,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",15.0951754132603,1990,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Morocco",34.1500015258789,2018,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",35.0299987792969,2017,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",35.9599990844727,2016,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",36.689998626709,2015,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",37.5699996948242,2014,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",38.4000015258789,2013,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",39.2200012207031,2012,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",39.7799987792969,2011,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",40.5699996948242,2010,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",41.2999992370605,2009,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",41.9799995422363,2008,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",42.7400016784668,2007,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",43.4000015258789,2006,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",45.4799995422363,2005,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",45.8300018310547,2004,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",43.9000015258789,2003,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",44.3800010681152,2002,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",44.8400001525879,2001,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",45.4300003051758,2000,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",45.6399993896484,1999,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",45.8199996948242,1998,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.2000007629395,1997,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.2999992370605,1996,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.6800003051758,1995,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.6399993896484,1994,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.9000015258789,1993,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.9199981689453,1992,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",46.9300003051758,1991,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Morocco",112.89,2018,"2004-2006=100","","Food production index",NA
"Morocco",106.97,2017,"2004-2006=100","","Food production index",NA
"Morocco",91.89,2016,"2004-2006=100","","Food production index",NA
"Morocco",108.02,2015,"2004-2006=100","","Food production index",NA
"Morocco",100.09,2014,"2004-2006=100","","Food production index",NA
"Morocco",98.84,2013,"2004-2006=100","","Food production index",NA
"Morocco",92.91,2012,"2004-2006=100","","Food production index",NA
"Morocco",96.41,2011,"2004-2006=100","","Food production index",NA
"Morocco",93,2010,"2004-2006=100","","Food production index",NA
"Morocco",90.79,2009,"2004-2006=100","","Food production index",NA
"Morocco",76.19,2008,"2004-2006=100","","Food production index",NA
"Morocco",69.04,2007,"2004-2006=100","","Food production index",NA
"Morocco",82.06,2006,"2004-2006=100","","Food production index",NA
"Morocco",68.74,2005,"2004-2006=100","","Food production index",NA
"Morocco",73.02,2004,"2004-2006=100","","Food production index",NA
"Morocco",72.76,2003,"2004-2006=100","","Food production index",NA
"Morocco",62.9,2002,"2004-2006=100","","Food production index",NA
"Morocco",57.87,2001,"2004-2006=100","","Food production index",NA
"Morocco",53.06,2000,"2004-2006=100","","Food production index",NA
"Morocco",58.88,1999,"2004-2006=100","","Food production index",NA
"Morocco",62.14,1998,"2004-2006=100","","Food production index",NA
"Morocco",55.14,1997,"2004-2006=100","","Food production index",NA
"Morocco",63.41,1996,"2004-2006=100","","Food production index",NA
"Morocco",41.96,1995,"2004-2006=100","","Food production index",NA
"Morocco",58,1994,"2004-2006=100","","Food production index",NA
"Morocco",46.63,1993,"2004-2006=100","","Food production index",NA
"Morocco",46.42,1992,"2004-2006=100","","Food production index",NA
"Morocco",58.94,1991,"2004-2006=100","","Food production index",NA
"Morocco",51.64,1990,"2004-2006=100","","Food production index",NA
"Morocco",10.8302051392285,2018,"%","Food over merchandise imports","Food imports",NA
"Morocco",11.2874887329015,2017,"%","Food over merchandise imports","Food imports",NA
"Morocco",12.3120814491261,2016,"%","Food over merchandise imports","Food imports",NA
"Morocco",11.0162879574122,2015,"%","Food over merchandise imports","Food imports",NA
"Morocco",12.2148627593298,2014,"%","Food over merchandise imports","Food imports",NA
"Morocco",10.7813885160453,2013,"%","Food over merchandise imports","Food imports",NA
"Morocco",12.4603700205591,2012,"%","Food over merchandise imports","Food imports",NA
"Morocco",12.6362660541801,2011,"%","Food over merchandise imports","Food imports",NA
"Morocco",11.4679758863608,2010,"%","Food over merchandise imports","Food imports",NA
"Morocco",11.235630732891,2009,"%","Food over merchandise imports","Food imports",NA
"Morocco",11.7967397974887,2008,"%","Food over merchandise imports","Food imports",NA
"Morocco",12.2680403253089,2007,"%","Food over merchandise imports","Food imports",NA
"Morocco",9.30728519342545,2006,"%","Food over merchandise imports","Food imports",NA
"Morocco",10.5507885178635,2005,"%","Food over merchandise imports","Food imports",NA
"Morocco",10.9116550391033,2004,"%","Food over merchandise imports","Food imports",NA
"Morocco",11.0154535757827,2003,"%","Food over merchandise imports","Food imports",NA
"Morocco",14.0075464904375,2002,"%","Food over merchandise imports","Food imports",NA
"Morocco",14.3721024488698,2001,"%","Food over merchandise imports","Food imports",NA
"Morocco",13.7418105275081,2000,"%","Food over merchandise imports","Food imports",NA
"Morocco",13.2672177994142,1999,"%","Food over merchandise imports","Food imports",NA
"Morocco",14.1917342535347,1998,"%","Food over merchandise imports","Food imports",NA
"Morocco",16.6158486303408,1997,"%","Food over merchandise imports","Food imports",NA
"Morocco",18.8878013074943,1996,"%","Food over merchandise imports","Food imports",NA
"Morocco",19.5284778829837,1995,"%","Food over merchandise imports","Food imports",NA
"Morocco",14.4843802523902,1994,"%","Food over merchandise imports","Food imports",NA
"Morocco",17.1195622425955,1993,"%","Food over merchandise imports","Food imports",NA
"Morocco",67.373963701546,2018,"%","Share of total land","Agricultural land",NA
"Morocco",67.373963701546,2017,"%","Share of total land","Agricultural land",NA
"Morocco",67.4434237060273,2016,"%","Share of total land","Agricultural land",NA
"Morocco",67.3246695048174,2015,"%","Share of total land","Agricultural land",NA
"Morocco",67.404212413175,2014,"%","Share of total land","Agricultural land",NA
"Morocco",68.5301366793637,2013,"%","Share of total land","Agricultural land",NA
"Morocco",68.1223392336993,2012,"%","Share of total land","Agricultural land",NA
"Morocco",67.4519381581896,2011,"%","Share of total land","Agricultural land",NA
"Morocco",67.1931436253641,2010,"%","Share of total land","Agricultural land",NA
"Morocco",67.2251848532377,2009,"%","Share of total land","Agricultural land",NA
"Morocco",67.1767869146314,2008,"%","Share of total land","Agricultural land",NA
"Morocco",67.1297333632086,2007,"%","Share of total land","Agricultural land",NA
"Morocco",67.0983643289267,2006,"%","Share of total land","Agricultural land",NA
"Morocco",67.1947120770782,2005,"%","Share of total land","Agricultural land",NA
"Morocco",67.3112256329823,2004,"%","Share of total land","Agricultural land",NA
"Morocco",69.1821644633655,2003,"%","Share of total land","Agricultural land",NA
"Morocco",67.8534617969975,2002,"%","Share of total land","Agricultural land",NA
"Morocco",68.0483979386063,2001,"%","Share of total land","Agricultural land",NA
"Morocco",68.6802599148555,2000,"%","Share of total land","Agricultural land",NA
"Morocco",68.7721263723952,1999,"%","Share of total land","Agricultural land",NA
"Morocco",69.4062289939503,1998,"%","Share of total land","Agricultural land",NA
"Morocco",69.2247367241766,1997,"%","Share of total land","Agricultural land",NA
"Morocco",69.3838225408918,1996,"%","Share of total land","Agricultural land",NA
"Morocco",68.8976025095227,1995,"%","Share of total land","Agricultural land",NA
"Morocco",69.3793412502801,1994,"%","Share of total land","Agricultural land",NA
"Morocco",68.8124579879005,1993,"%","Share of total land","Agricultural land",NA
"Morocco",68.5995966838449,1992,"%","Share of total land","Agricultural land",NA
"Morocco",68.0147882590186,1991,"%","Share of total land","Agricultural land",NA
"Morocco",67.9879005153484,1990,"%","Share of total land","Agricultural land",NA
"Morocco",12.8200537754873,2018,"%","Share of total land","Forest land",NA
"Morocco",12.7976473224289,2017,"%","Share of total land","Forest land",NA
"Morocco",12.7712077078199,2016,"%","Share of total land","Forest land",NA
"Morocco",12.7373739637015,2015,"%","Share of total land","Forest land",NA
"Morocco",12.7328388976025,2014,"%","Share of total land","Forest land",NA
"Morocco",12.7283038315035,2013,"%","Share of total land","Forest land",NA
"Morocco",12.7237687654044,2012,"%","Share of total land","Forest land",NA
"Morocco",12.7192336993054,2011,"%","Share of total land","Forest land",NA
"Morocco",12.7146986332064,2010,"%","Share of total land","Forest land",NA
"Morocco",12.6770490701322,2009,"%","Share of total land","Forest land",NA
"Morocco",12.639399507058,2008,"%","Share of total land","Forest land",NA
"Morocco",12.6017499439839,2007,"%","Share of total land","Forest land",NA
"Morocco",12.5641003809097,2006,"%","Share of total land","Forest land",NA
"Morocco",12.5264508178355,2005,"%","Share of total land","Forest land",NA
"Morocco",12.4888012547614,2004,"%","Share of total land","Forest land",NA
"Morocco",12.4511516916872,2003,"%","Share of total land","Forest land",NA
"Morocco",12.413502128613,2002,"%","Share of total land","Forest land",NA
"Morocco",12.3758525655389,2001,"%","Share of total land","Forest land",NA
"Morocco",12.3382030024647,2000,"%","Share of total land","Forest land",NA
"Morocco",12.3334416311898,1999,"%","Share of total land","Forest land",NA
"Morocco",12.3286802599149,1998,"%","Share of total land","Forest land",NA
"Morocco",12.3239188886399,1997,"%","Share of total land","Forest land",NA
"Morocco",12.319157517365,1996,"%","Share of total land","Forest land",NA
"Morocco",12.3143961460901,1995,"%","Share of total land","Forest land",NA
"Morocco",12.3096347748151,1994,"%","Share of total land","Forest land",NA
"Morocco",12.3048734035402,1993,"%","Share of total land","Forest land",NA
"Morocco",12.3001120322653,1992,"%","Share of total land","Forest land",NA
"Morocco",12.2953506609904,1991,"%","Share of total land","Forest land",NA
"Morocco",12.2905892897154,1990,"%","Share of total land","Forest land",NA
"Morocco",2263.6,2018,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1757.6,2017,"kg","Yield per hectare","Cereal yield",NA
"Morocco",936.1,2016,"kg","Yield per hectare","Cereal yield",NA
"Morocco",2140.6,2015,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1454.2,2014,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1828.3,2013,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1016.6,2012,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1614.4,2011,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1547.5,2010,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1919.4,2009,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1002.9,2008,"kg","Yield per hectare","Cereal yield",NA
"Morocco",516.4,2007,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1652.1,2006,"kg","Yield per hectare","Cereal yield",NA
"Morocco",783.9,2005,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1512.1,2004,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1432.9,2003,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1068.7,2002,"kg","Yield per hectare","Cereal yield",NA
"Morocco",894.6,2001,"kg","Yield per hectare","Cereal yield",NA
"Morocco",366.8,2000,"kg","Yield per hectare","Cereal yield",NA
"Morocco",743.5,1999,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1122.7,1998,"kg","Yield per hectare","Cereal yield",NA
"Morocco",833.9,1997,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1687.2,1996,"kg","Yield per hectare","Cereal yield",NA
"Morocco",446.5,1995,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1584.9,1994,"kg","Yield per hectare","Cereal yield",NA
"Morocco",560.4,1993,"kg","Yield per hectare","Cereal yield",NA
"Morocco",587.7,1992,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1575.9,1991,"kg","Yield per hectare","Cereal yield",NA
"Morocco",1120,1990,"kg","Yield per hectare","Cereal yield",NA
"Morocco",87.7768191,2017,"%","Share of total","Water use agriculture",NA
"Morocco",87.7768191,2012,"%","Share of total","Water use agriculture",NA
"Morocco",81.7055371,2007,"%","Share of total","Water use agriculture",NA
"Morocco",74.58153348,2002,"%","Share of total","Water use agriculture",NA
"Morocco",88.65478815,1997,"%","Share of total","Water use agriculture",NA
"Morocco",92.16840199,1992,"%","Share of total","Water use agriculture",NA
"Morocco",4.3,2018,"%","Prevalence in population","Undernourishment",NA
"Morocco",4,2017,"%","Prevalence in population","Undernourishment",NA
"Morocco",3.8,2016,"%","Prevalence in population","Undernourishment",NA
"Morocco",3.8,2015,"%","Prevalence in population","Undernourishment",NA
"Morocco",4.1,2014,"%","Prevalence in population","Undernourishment",NA
"Morocco",4.4,2013,"%","Prevalence in population","Undernourishment",NA
"Morocco",4.9,2012,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.3,2011,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.6,2010,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.7,2009,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.7,2008,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.6,2007,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.7,2006,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.5,2005,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.6,2004,"%","Prevalence in population","Undernourishment",NA
"Morocco",5.6,2003,"%","Prevalence in population","Undernourishment",NA
"Morocco",6,2002,"%","Prevalence in population","Undernourishment",NA
"Morocco",6.4,2001,"%","Prevalence in population","Undernourishment",NA
"Mozambique",2.91361831836918,2018,"%","Annual population growth","Population growth",NA
"Mozambique",2.90067226108777,2017,"%","Annual population growth","Population growth",NA
"Mozambique",2.87208103472672,2016,"%","Annual population growth","Population growth",NA
"Mozambique",2.83474676145066,2015,"%","Annual population growth","Population growth",NA
"Mozambique",2.79857322547603,2014,"%","Annual population growth","Population growth",NA
"Mozambique",2.76904476204422,2013,"%","Annual population growth","Population growth",NA
"Mozambique",2.7531631636369,2012,"%","Annual population growth","Population growth",NA
"Mozambique",2.74931744330296,2011,"%","Annual population growth","Population growth",NA
"Mozambique",2.74365674235719,2010,"%","Annual population growth","Population growth",NA
"Mozambique",2.73696083116029,2009,"%","Annual population growth","Population growth",NA
"Mozambique",2.74546557493392,2008,"%","Annual population growth","Population growth",NA
"Mozambique",2.77521178727612,2007,"%","Annual population growth","Population growth",NA
"Mozambique",2.82012486466652,2006,"%","Annual population growth","Population growth",NA
"Mozambique",2.88789065737085,2005,"%","Annual population growth","Population growth",NA
"Mozambique",2.95346490053752,2004,"%","Annual population growth","Population growth",NA
"Mozambique",2.97670681879211,2003,"%","Annual population growth","Population growth",NA
"Mozambique",2.93246852459134,2002,"%","Annual population growth","Population growth",NA
"Mozambique",2.83851478001405,2001,"%","Annual population growth","Population growth",NA
"Mozambique",2.67636782585492,2000,"%","Annual population growth","Population growth",NA
"Mozambique",2.52658021828479,1999,"%","Annual population growth","Population growth",NA
"Mozambique",2.50995972037684,1998,"%","Annual population growth","Population growth",NA
"Mozambique",2.69955900563312,1997,"%","Annual population growth","Population growth",NA
"Mozambique",3.0352935574131,1996,"%","Annual population growth","Population growth",NA
"Mozambique",3.51796817176134,1995,"%","Annual population growth","Population growth",NA
"Mozambique",3.93720486896763,1994,"%","Annual population growth","Population growth",NA
"Mozambique",4.0105600008049,1993,"%","Annual population growth","Population growth",NA
"Mozambique",3.52339465565376,1992,"%","Annual population growth","Population growth",NA
"Mozambique",2.58979203947924,1991,"%","Annual population growth","Population growth",NA
"Mozambique",1.40614342284905,1990,"%","Annual population growth","Population growth",NA
"Mozambique",35.988,2018,"%","Urban population share","Urban population",NA
"Mozambique",35.455,2017,"%","Urban population share","Urban population",NA
"Mozambique",34.926,2016,"%","Urban population share","Urban population",NA
"Mozambique",34.4,2015,"%","Urban population share","Urban population",NA
"Mozambique",33.878,2014,"%","Urban population share","Urban population",NA
"Mozambique",33.36,2013,"%","Urban population share","Urban population",NA
"Mozambique",32.846,2012,"%","Urban population share","Urban population",NA
"Mozambique",32.336,2011,"%","Urban population share","Urban population",NA
"Mozambique",31.83,2010,"%","Urban population share","Urban population",NA
"Mozambique",31.328,2009,"%","Urban population share","Urban population",NA
"Mozambique",30.832,2008,"%","Urban population share","Urban population",NA
"Mozambique",30.364,2007,"%","Urban population share","Urban population",NA
"Mozambique",30.182,2006,"%","Urban population share","Urban population",NA
"Mozambique",29.999,2005,"%","Urban population share","Urban population",NA
"Mozambique",29.818,2004,"%","Urban population share","Urban population",NA
"Mozambique",29.637,2003,"%","Urban population share","Urban population",NA
"Mozambique",29.457,2002,"%","Urban population share","Urban population",NA
"Mozambique",29.277,2001,"%","Urban population share","Urban population",NA
"Mozambique",29.098,2000,"%","Urban population share","Urban population",NA
"Mozambique",28.92,1999,"%","Urban population share","Urban population",NA
"Mozambique",28.742,1998,"%","Urban population share","Urban population",NA
"Mozambique",28.535,1997,"%","Urban population share","Urban population",NA
"Mozambique",28.013,1996,"%","Urban population share","Urban population",NA
"Mozambique",27.495,1995,"%","Urban population share","Urban population",NA
"Mozambique",26.984,1994,"%","Urban population share","Urban population",NA
"Mozambique",26.479,1993,"%","Urban population share","Urban population",NA
"Mozambique",25.98,1992,"%","Urban population share","Urban population",NA
"Mozambique",25.487,1991,"%","Urban population share","Urban population",NA
"Mozambique",25,1990,"%","Urban population share","Urban population",NA
"Mozambique",60.163,2018,"years","","Life expectancy",NA
"Mozambique",59.309,2017,"years","","Life expectancy",NA
"Mozambique",58.309,2016,"years","","Life expectancy",NA
"Mozambique",57.206,2015,"years","","Life expectancy",NA
"Mozambique",56.062,2014,"years","","Life expectancy",NA
"Mozambique",54.949,2013,"years","","Life expectancy",NA
"Mozambique",53.931,2012,"years","","Life expectancy",NA
"Mozambique",53.043,2011,"years","","Life expectancy",NA
"Mozambique",52.31,2010,"years","","Life expectancy",NA
"Mozambique",51.738,2009,"years","","Life expectancy",NA
"Mozambique",51.292,2008,"years","","Life expectancy",NA
"Mozambique",50.934,2007,"years","","Life expectancy",NA
"Mozambique",50.641,2006,"years","","Life expectancy",NA
"Mozambique",50.387,2005,"years","","Life expectancy",NA
"Mozambique",50.143,2004,"years","","Life expectancy",NA
"Mozambique",49.889,2003,"years","","Life expectancy",NA
"Mozambique",49.61,2002,"years","","Life expectancy",NA
"Mozambique",49.295,2001,"years","","Life expectancy",NA
"Mozambique",48.946,2000,"years","","Life expectancy",NA
"Mozambique",48.572,1999,"years","","Life expectancy",NA
"Mozambique",48.194,1998,"years","","Life expectancy",NA
"Mozambique",47.826,1997,"years","","Life expectancy",NA
"Mozambique",47.47,1996,"years","","Life expectancy",NA
"Mozambique",47.123,1995,"years","","Life expectancy",NA
"Mozambique",46.772,1994,"years","","Life expectancy",NA
"Mozambique",46.41,1993,"years","","Life expectancy",NA
"Mozambique",46.033,1992,"years","","Life expectancy",NA
"Mozambique",45.647,1991,"years","","Life expectancy",NA
"Mozambique",45.261,1990,"years","","Life expectancy",NA
"Mozambique",503.317925171139,2018,"current US$","","GDP per capita",NA
"Mozambique",461.415094120589,2017,"current US$","","GDP per capita",NA
"Mozambique",428.926672944529,2016,"current US$","","GDP per capita",NA
"Mozambique",589.85904996253,2015,"current US$","","GDP per capita",NA
"Mozambique",673.96921195694,2014,"current US$","","GDP per capita",NA
"Mozambique",664.077510357336,2013,"current US$","","GDP per capita",NA
"Mozambique",657.644676541878,2012,"current US$","","GDP per capita",NA
"Mozambique",594.586147098683,2011,"current US$","","GDP per capita",NA
"Mozambique",471.904343344477,2010,"current US$","","GDP per capita",NA
"Mozambique",520.402631609141,2009,"current US$","","GDP per capita",NA
"Mozambique",563.649634288657,2008,"current US$","","GDP per capita",NA
"Mozambique",482.198563648376,2007,"current US$","","GDP per capita",NA
"Mozambique",435.334063299058,2006,"current US$","","GDP per capita",NA
"Mozambique",416.809824183966,2005,"current US$","","GDP per capita",NA
"Mozambique",383.270221899038,2004,"current US$","","GDP per capita",NA
"Mozambique",326.075190861329,2003,"current US$","","GDP per capita",NA
"Mozambique",302.545233699878,2002,"current US$","","GDP per capita",NA
"Mozambique",296.268406913079,2001,"current US$","","GDP per capita",NA
"Mozambique",319.359620843667,2000,"current US$","","GDP per capita",NA
"Mozambique",346.575449228345,1999,"current US$","","GDP per capita",NA
"Mozambique",313.066160679051,1998,"current US$","","GDP per capita",NA
"Mozambique",283.514214129407,1997,"current US$","","GDP per capita",NA
"Mozambique",241.64738791186,1996,"current US$","","GDP per capita",NA
"Mozambique",187.293868194753,1995,"current US$","","GDP per capita",NA
"Mozambique",187.08460156822,1994,"current US$","","GDP per capita",NA
"Mozambique",189.935292453858,1993,"current US$","","GDP per capita",NA
"Mozambique",191.21783440294,1992,"current US$","","GDP per capita",NA
"Mozambique",272.613907490069,1991,"current US$","","GDP per capita",NA
"Mozambique",3.44381383971462,2018,"%","Annual GDP growth","GDP growth",NA
"Mozambique",3.74131759312564,2017,"%","Annual GDP growth","GDP growth",NA
"Mozambique",3.82421431921188,2016,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.72327878035819,2015,"%","Annual GDP growth","GDP growth",NA
"Mozambique",7.39851279713864,2014,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.96360713487071,2013,"%","Annual GDP growth","GDP growth",NA
"Mozambique",7.25843925258778,2012,"%","Annual GDP growth","GDP growth",NA
"Mozambique",7.41738431559391,2011,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.50235311519791,2010,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.31819723248903,2009,"%","Annual GDP growth","GDP growth",NA
"Mozambique",7.31775532393037,2008,"%","Annual GDP growth","GDP growth",NA
"Mozambique",7.7297462424838,2007,"%","Annual GDP growth","GDP growth",NA
"Mozambique",9.69437409174286,2006,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.6459082805729,2005,"%","Annual GDP growth","GDP growth",NA
"Mozambique",7.91640783637942,2004,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.87853287195776,2003,"%","Annual GDP growth","GDP growth",NA
"Mozambique",9.29105188520596,2002,"%","Annual GDP growth","GDP growth",NA
"Mozambique",12.086874401641,2001,"%","Annual GDP growth","GDP growth",NA
"Mozambique",1.18030078891616,2000,"%","Annual GDP growth","GDP growth",NA
"Mozambique",11.6985237159012,1999,"%","Annual GDP growth","GDP growth",NA
"Mozambique",9.93125194938349,1998,"%","Annual GDP growth","GDP growth",NA
"Mozambique",11.3010686482089,1997,"%","Annual GDP growth","GDP growth",NA
"Mozambique",11.202519603498,1996,"%","Annual GDP growth","GDP growth",NA
"Mozambique",2.25975717757339,1995,"%","Annual GDP growth","GDP growth",NA
"Mozambique",6.53339645790592,1994,"%","Annual GDP growth","GDP growth",NA
"Mozambique",10.5985296732321,1993,"%","Annual GDP growth","GDP growth",NA
"Mozambique",-6.1247154506178,1992,"%","Annual GDP growth","GDP growth",NA
"Mozambique",4.92545125747017,1991,"%","Annual GDP growth","GDP growth",NA
"Mozambique",0.999992833134172,1990,"%","Annual GDP growth","GDP growth",NA
"Mozambique",63.7,2014,"%","<$1.90/day (2011PPP)","Poverty",NA
"Mozambique",69.7,2008,"%","<$1.90/day (2011PPP)","Poverty",NA
"Mozambique",79.8,2002,"%","<$1.90/day (2011PPP)","Poverty",NA
"Mozambique",82,1996,"%","<$1.90/day (2011PPP)","Poverty",NA
"Mozambique",54,2014,"Gini index","","Inequality",NA
"Mozambique",45.6,2008,"Gini index","","Inequality",NA
"Mozambique",47,2002,"Gini index","","Inequality",NA
"Mozambique",53.6,1996,"Gini index","","Inequality",NA
"Mozambique",24.5676728830857,2018,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",25.0436811537256,2017,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.8545744615797,2016,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.9161876029395,2015,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",23.9349346558134,2014,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",23.5039507156778,2013,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",24.9145110907999,2012,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",25.7515292714485,2011,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",26.8457659680012,2010,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",27.4756494803498,2009,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",26.4154879549904,2008,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",23.7661191361304,2007,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",23.9025047961334,2006,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.7674304803754,2005,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.3841855547712,2004,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.7056335468572,2003,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.7999559175989,2002,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",18.2484898647093,2001,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",19.0952049095066,2000,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",22.9365512861938,1999,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Mozambique",27.2231522063967,1998,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
